Itotal,Tbreaker,ThermalSlope,TimeAboveRated,TimeTempRising,State
7.49080237694725,68.52142919229749,0.0,0.0,0.0,Normal
26.38792635777333,68.99684415062859,0.4754149583311031,1.0,1.0,Overload
1.1616722433639892,68.99684415062859,0.0,0.0,0.0,Normal
14.161451555920909,68.99684415062859,0.0,0.0,0.0,Normal
28.491983767203795,69.63378244966705,0.636938299038466,1.0,1.0,Overload
3.6680901970686763,69.63378244966705,0.0,0.0,0.0,Normal
8.638900372842315,69.63378244966705,0.0,0.0,0.0,Normal
2.7898772130408367,69.63378244966705,0.0,0.0,0.0,Normal
9.12139968434072,69.8750283952771,0.24124594561004953,0.0,1.0,Normal
10.284688768272233,69.98167740255275,0.10664900727565407,0.0,2.0,Normal
12.150897038028766,69.98167740255275,0.0,0.0,0.0,Normal
18.977710745066666,70.89619497288064,0.9145175703278927,0.0,1.0,Overheating (Loose Terminal)
23.741523922560337,71.18094328301504,0.2847483101344007,1.0,2.0,Normal
8.803049874792027,71.18094328301504,0.0,0.0,0.0,Normal
0.6877704223043679,71.18094328301504,0.0,0.0,0.0,Normal
13.25044568707964,71.18094328301504,0.0,0.0,0.0,Normal
10.934205586865593,71.18094328301504,0.0,0.0,0.0,Normal
27.976195410250032,72.51925199509174,1.3383087120766908,1.0,1.0,Overload
26.381099809299766,73.76018122057984,1.240929225488105,2.0,2.0,Overload
3.919657248382904,73.76018122057984,0.0,0.0,0.0,Normal
7.773545793789641,73.76018122057984,0.0,0.0,0.0,Normal
24.210779940242304,74.25165472727933,0.49147350669949597,1.0,1.0,Normal
2.818484499495253,74.25165472727933,0.0,0.0,0.0,Normal
19.737738732010346,75.0107864331765,0.7591317058971747,0.0,1.0,Overheating (Loose Terminal)
0.11044234247204798,75.0107864331765,0.0,0.0,0.0,Normal
27.561064512368887,76.1601100054809,1.14932357230439,1.0,1.0,Overload
7.169314570885453,76.1601100054809,0.0,0.0,0.0,Normal
26.609683141448023,76.82149218740595,0.6613821819250504,1.0,1.0,Overload
6.219646434313244,76.82149218740595,0.0,0.0,0.0,Normal
26.738017242196918,78.04560579209212,1.2241136046861725,1.0,1.0,Overload
2.391884918766034,78.04560579209212,0.0,0.0,0.0,Normal
26.051494778125466,79.11914771095296,1.0735419188608344,1.0,1.0,Overload
10.454656587639882,79.11914771095296,0.0,0.0,0.0,Normal
2.157828539866089,79.11914771095296,0.0,0.0,0.0,Normal
6.287119621526534,79.11914771095296,0.0,0.0,0.0,Normal
23.243630062339875,79.69171213710558,0.5725644261526235,1.0,1.0,High Risk Potential Overload
23.0591834894246,79.92165122140561,0.22993908430002308,2.0,2.0,Normal
3.2244257450800884,80.01257016100219,0.09091893959657749,0.0,3.0,Normal
26.70063380859381,81.2190624416196,1.2064922806174083,1.0,4.0,Overload
22.679130529974323,82.2455779666083,1.026515524988694,2.0,5.0,Potential Overload
16.14880310328125,82.94910942169585,0.7035314550875557,0.0,6.0,Overheating (Loose Terminal)
2.201038490553535,82.94910942169585,0.0,0.0,0.0,Normal
16.36029531844986,83.62785477087469,0.6787453491788364,0.0,1.0,Overheating (Loose Terminal)
10.214946051551316,83.62785477087469,0.0,0.0,0.0,Normal
2.397307346673656,83.62785477087469,0.0,0.0,0.0,Normal
23.908826388186796,84.3420867120274,0.7142319411527059,1.0,1.0,High Risk Potential Overload
24.272666421413646,85.52750211581903,1.1854154037916431,2.0,2.0,High Risk Potential Overload
23.266040662428278,86.18805265483283,0.6605505390137993,3.0,3.0,High Risk Potential Overload
5.696809887549352,86.18805265483283,0.0,0.0,0.0,Normal
10.05358046457723,86.18805265483283,0.0,0.0,0.0,Normal
18.165317719333075,86.33588043146645,0.14782777663362617,0.0,1.0,Normal
9.78905520555126,86.81098364585462,0.4751032143881637,0.0,2.0,Normal
13.442710948117572,87.24473880858922,0.43375516273459613,0.0,3.0,Normal
14.564326972237192,87.34073828992034,0.0959994813311128,0.0,4.0,Normal
12.670594215217895,87.51004268475599,0.16930439483565318,0.0,5.0,Normal
16.70604991178476,87.66612524531696,0.1560825605609738,0.0,6.0,Normal
0.8155028310952783,87.66612524531696,0.0,0.0,0.0,Normal
0.33175657855712304,87.66612524531696,0.0,0.0,0.0,Normal
12.903455808188998,87.66612524531696,0.0,0.0,0.0,Normal
7.734706926010748,87.98959058035423,0.32346533503727193,0.0,1.0,Normal
6.82132702100517,87.98959058035423,0.0,0.0,0.0,Normal
28.896054180428827,88.69233491709083,0.702744336736597,1.0,1.0,Overload
16.344444004024318,89.06475792889151,0.3724230118006782,0.0,2.0,Normal
4.837045818009034,89.06475792889151,0.0,0.0,0.0,Normal
29.103762514469974,90.15304751188827,1.0882895829967667,1.0,1.0,Overload
6.984191492253218,90.22821276537117,0.07516525348290015,0.0,2.0,Normal
28.983777818386056,91.45727720214809,1.2290644367769268,1.0,3.0,Overload
1.6827992999009767,91.45727720214809,0.0,0.0,0.0,Normal
26.45786153693631,91.78936733061154,0.33209012846344516,1.0,1.0,Overload
13.270035382161115,91.78936733061154,0.0,0.0,0.0,Normal
10.974675787331723,92.02999631767082,0.24062898705927938,0.0,1.0,Normal
4.485386189211196,92.02999631767082,0.0,0.0,0.0,Normal
6.5079939631853545,92.10188742094812,0.07189110327729187,0.0,1.0,Normal
16.98446820988356,92.60872372374264,0.5068363027945213,0.0,2.0,Overheating (Loose Terminal)
1.8734953565618495,92.60872372374264,0.0,0.0,0.0,Normal
4.8797928675816715,92.82572392187417,0.21700019813152904,0.0,1.0,Normal
17.840931103542268,93.34890910304854,0.5231851811743763,0.0,2.0,Overheating (Loose Terminal)
25.52373383794673,94.20199967957224,0.8530905765236956,1.0,3.0,High Risk Potential Overload
3.90485975596089,94.20199967957224,0.0,0.0,0.0,Normal
0.4863193286290768,94.20199967957224,0.0,0.0,0.0,Normal
18.809171687058285,95.09638684092774,0.8943871613555017,0.0,1.0,Overheating (Loose Terminal)
24.331428302299,95.32841487257156,0.23202803164381738,1.0,2.0,Normal
24.85365733485583,96.53775255835802,1.209337685786461,2.0,3.0,High Risk Potential Overload
28.67708509920624,97.26605570538791,0.7283031470298977,3.0,4.0,Overload
17.022733430337137,97.43411438206105,0.1680586766731345,0.0,5.0,Normal
11.136025249167004,97.92707041868019,0.4929560366191311,0.0,6.0,Normal
11.401223401787298,97.92707041868019,0.0,0.0,0.0,Normal
19.801077002085265,98.05720828402097,0.13013786534078725,0.0,1.0,Normal
17.547461438559107,98.67534997370313,0.6181416896821598,0.0,2.0,Overheating (Loose Terminal)
14.049681679742186,98.73732520891,0.06197523520686443,0.0,3.0,Normal
16.187223109570272,99.35679975906768,0.6194745501576944,0.0,4.0,Overheating (Loose Terminal)
29.21916497300824,100.32910040657903,0.9723006475113498,1.0,5.0,Overload
15.965903579335503,100.77735951632357,0.4482591097445403,0.0,6.0,Normal
28.16213402492491,102.07547155938738,1.2981120430638118,1.0,7.0,Overload
7.51165905279888,102.07547155938738,0.0,0.0,0.0,Normal
0.7188454759348417,102.07547155938738,0.0,0.0,0.0,Normal
5.730825042565688,102.07547155938738,0.0,0.0,0.0,Normal
0.7469637749842883,102.07547155938738,0.0,0.0,0.0,Normal
2.5412102530376957,102.07547155938738,0.0,0.0,0.0,Normal
22.94238924747159,102.84548149757997,0.7700099381925797,1.0,1.0,Potential Overload
1.033634423372154,102.84548149757997,0.0,0.0,0.0,Normal
12.748598029964132,103.20900273280084,0.3635212352208681,0.0,1.0,Normal
25.64670313471076,103.81429436247763,0.6052916296767838,1.0,2.0,High Risk Potential Overload
23.43749026135867,104.4251402962512,0.6108459337735695,2.0,3.0,High Risk Potential Overload
0.5070148683091502,104.4251402962512,0.0,0.0,0.0,Normal
27.26376785484328,105.19728163340764,0.7721413371564338,1.0,1.0,Overload
3.128740853421721,105.19728163340764,0.0,0.0,0.0,Normal
14.291918454001246,105.57207493282543,0.37479329941779355,0.0,1.0,Normal
19.09730561326388,106.26483713018439,0.6927621973589626,0.0,2.0,Overheating (Loose Terminal)
12.234414924687044,106.29615793884653,0.0313208086621421,0.0,3.0,Normal
7.119453573025232,106.40997672796216,0.1138187891156307,0.0,4.0,Normal
2.3214528101383247,106.40997672796216,0.0,0.0,0.0,Normal
17.109211680220145,106.96909517135319,0.5591184433910309,0.0,1.0,Overheating (Loose Terminal)
1.9566832130200296,106.96909517135319,0.0,0.0,0.0,Normal
3.4640373982003037,106.96909517135319,0.0,0.0,0.0,Normal
12.31700196104433,107.22003892027305,0.25094374891986027,0.0,1.0,Normal
7.492252292529424,107.22051145061376,0.0004725303407075998,0.0,2.0,Normal
17.129796823766444,107.73569492342102,0.5151834728072672,0.0,3.0,Overheating (Loose Terminal)
1.4113749480085969,107.73569492342102,0.0,0.0,0.0,Normal
11.715511625469265,108.26170074611944,0.5260058226984208,0.0,1.0,Overheating (Loose Terminal)
7.763398524130438,108.29315889076832,0.031458144648874975,0.0,2.0,Normal
10.9123357863187,108.78024048886078,0.4870815980924601,0.0,3.0,Normal
19.223811276478283,109.64678169464077,0.866541205779978,0.0,4.0,Overheating (Loose Terminal)
1.387226017503309,109.64678169464077,0.0,0.0,0.0,Normal
1.888859215118568,109.64678169464077,0.0,0.0,0.0,Normal
6.379512605875226,109.81063263590399,0.16385094126321575,0.0,1.0,Normal
16.289369651778717,109.90695589326631,0.09632325736233577,0.0,2.0,Normal
13.934743307283012,110.23263590541035,0.3256800121440346,0.0,3.0,Normal
27.61563939423497,111.41689880550695,1.1842629000965972,1.0,4.0,Overload
3.5487908755944564,111.41689880550695,0.0,0.0,0.0,Normal
29.91454627800606,112.32524379631867,0.9083449908117296,1.0,1.0,Overload
15.528259214839936,112.44246029731369,0.11721650099501466,0.0,2.0,Normal
28.725714766587107,113.30774006301806,0.8652797657043737,1.0,3.0,Overload
27.790885866762142,113.8004082251921,0.49266816217403975,2.0,4.0,Overload
25.547271352030712,114.90422925890138,1.1038210337092773,3.0,5.0,High Risk Potential Overload
17.91046456992401,115.18895416613175,0.2847249072303636,0.0,6.0,Normal
18.107639528385274,115.18895416613175,0.0,0.0,0.0,Normal
19.0012393410161,116.08962328012011,0.900669113988361,0.0,1.0,Overheating (Loose Terminal)
12.636744243395984,116.16990601426822,0.08028273414811898,0.0,2.0,Normal
6.573290907398319,116.17108901571518,0.0011830014469543793,0.0,3.0,Normal
28.124211393532637,117.36691772818637,1.1958287124711857,1.0,4.0,Overload
9.888406094051629,117.36691772818637,0.0,0.0,0.0,Normal
8.83061002746754,117.69615241231804,0.32923468413167667,0.0,1.0,Normal
2.3413403285521173,117.69615241231804,0.0,0.0,0.0,Normal
26.56396256984635,118.12547321693314,0.42932080461510774,1.0,1.0,Overload
14.019382629182399,118.12547321693314,0.0,0.0,0.0,Normal
27.356180044408465,118.57463099979547,0.449157782862323,1.0,1.0,Overload
19.732791570023508,118.93554137405278,0.3609103742572957,0.0,2.0,Normal
16.25599134515005,119.69558951869413,0.7600481446413612,0.0,3.0,Overheating (Loose Terminal)
27.780403667330475,120.46086928759158,0.7652797688974395,1.0,4.0,Overload
15.542938318548735,120.79642045325483,0.33555116566324183,0.0,5.0,Normal
18.12708770189472,120.81397232065571,0.017551867400887322,0.0,6.0,Normal
